id,Classic,Deal,Flex,Saver
79101,0.55,0.21,0.01,0.23
79102,0.55,0.21,0.01,0.23
79103,0.58,0.15,0.06,0.21
79104,0.61,0.15,0.03,0.21
79105,0.46,0.16,0.05,0.33
79106,0.50,0.18,0.02,0.30
79107,0.08,0.77,0.01,0.14
79108,0.61,0.15,0.03,0.21
79109,0.55,0.21,0.01,0.23
79110,0.46,0.16,0.05,0.33
79111,0.56,0.06,0.18,0.20
79112,0.05,0.80,0.04,0.11
79113,0.50,0.18,0.02,0.30
79114,0.55,0.21,0.01,0.23
79115,0.50,0.18,0.02,0.30
79116,0.46,0.16,0.05,0.33
79117,0.55,0.21,0.01,0.23
79118,0.12,0.56,0.01,0.30
79119,0.25,0.31,0.28,0.16
79120,0.61,0.15,0.03,0.21
79121,0.50,0.18,0.02,0.30
79122,0.12,0.56,0.01,0.30
79123,0.43,0.30,0.07,0.21
79124,0.55,0.18,0.10,0.17
79125,0.25,0.38,0.06,0.31
79126,0.48,0.14,0.09,0.28
79127,0.46,0.16,0.05,0.33
79128,0.56,0.06,0.18,0.20
79129,0.46,0.16,0.05,0.33
79130,0.06,0.79,0.06,0.09
79131,0.61,0.15,0.03,0.21
79132,0.18,0.60,0.01,0.22
79133,0.59,0.19,0.09,0.14
79134,0.12,0.61,0.00,0.26
79135,0.46,0.16,0.05,0.33
79136,0.49,0.12,0.13,0.25
79137,0.12,0.56,0.01,0.30
79138,0.58,0.15,0.06,0.21
79139,0.16,0.52,0.03,0.29
79140,0.61,0.15,0.03,0.21
79141,0.50,0.18,0.02,0.30
79142,0.50,0.18,0.02,0.30
79143,0.61,0.15,0.03,0.21
79144,0.29,0.27,0.27,0.18
79145,0.56,0.06,0.18,0.20
79146,0.43,0.30,0.07,0.21
79147,0.49,0.12,0.13,0.25
79148,0.17,0.60,0.01,0.22
79149,0.43,0.30,0.07,0.21
79150,0.55,0.21,0.01,0.23
79151,0.49,0.12,0.13,0.25
79152,0.49,0.12,0.13,0.25
79153,0.49,0.12,0.13,0.25
79154,0.12,0.56,0.01,0.30
79155,0.58,0.15,0.06,0.21
79156,0.46,0.16,0.05,0.33
79157,0.56,0.06,0.18,0.20
79158,0.54,0.22,0.04,0.20
79159,0.29,0.27,0.27,0.18
79160,0.50,0.18,0.02,0.30
79161,0.25,0.31,0.28,0.16
79162,0.12,0.61,0.00,0.26
79163,0.50,0.18,0.02,0.30
79164,0.49,0.12,0.13,0.25
79165,0.25,0.31,0.28,0.16
79166,0.50,0.18,0.02,0.30
79167,0.13,0.67,0.00,0.20
79168,0.06,0.79,0.06,0.09
79169,0.43,0.30,0.07,0.21
79170,0.58,0.15,0.06,0.21
79171,0.15,0.66,0.02,0.17
79172,0.55,0.21,0.01,0.23
79173,0.55,0.21,0.01,0.23
79174,0.55,0.18,0.10,0.17
79175,0.54,0.22,0.04,0.20
79176,0.49,0.12,0.13,0.25
79177,0.06,0.79,0.06,0.09
79178,0.56,0.06,0.18,0.20
79179,0.55,0.21,0.01,0.23
79180,0.48,0.14,0.09,0.28
79181,0.50,0.18,0.02,0.30
79182,0.13,0.70,0.01,0.16
79183,0.58,0.15,0.06,0.21
79184,0.25,0.38,0.06,0.31
79185,0.12,0.61,0.00,0.26
79186,0.15,0.66,0.02,0.17
79187,0.59,0.19,0.09,0.14
79188,0.55,0.18,0.10,0.17
79189,0.13,0.70,0.01,0.16
79190,0.58,0.15,0.06,0.21
79191,0.46,0.16,0.05,0.33
79192,0.46,0.16,0.05,0.33
79193,0.55,0.21,0.01,0.23
79194,0.58,0.15,0.06,0.21
79195,0.55,0.21,0.01,0.23
79196,0.48,0.14,0.09,0.28
79197,0.56,0.06,0.18,0.20
79198,0.27,0.27,0.34,0.12
79199,0.56,0.06,0.18,0.20
79200,0.61,0.15,0.03,0.21
79201,0.49,0.12,0.13,0.25
79202,0.12,0.61,0.00,0.26
79203,0.50,0.18,0.02,0.30
79204,0.61,0.15,0.03,0.21
79205,0.48,0.14,0.09,0.28
79206,0.43,0.30,0.07,0.21
79207,0.55,0.18,0.10,0.17
79208,0.18,0.60,0.01,0.22
79209,0.50,0.18,0.02,0.30
79210,0.43,0.30,0.07,0.21
79211,0.27,0.27,0.34,0.12
79212,0.55,0.18,0.10,0.17
79213,0.56,0.06,0.18,0.20
79214,0.08,0.77,0.01,0.14
79215,0.55,0.18,0.10,0.17
79216,0.05,0.80,0.04,0.11
79217,0.59,0.19,0.09,0.14
79218,0.55,0.21,0.01,0.23
79219,0.05,0.80,0.04,0.11
79220,0.55,0.21,0.01,0.23
79221,0.55,0.18,0.10,0.17
79222,0.58,0.15,0.06,0.21
79223,0.46,0.16,0.05,0.33
79224,0.50,0.18,0.02,0.30
79225,0.56,0.06,0.18,0.20
79226,0.55,0.18,0.10,0.17
79227,0.55,0.18,0.10,0.17
79228,0.48,0.14,0.09,0.28
79229,0.61,0.15,0.03,0.21
79230,0.49,0.12,0.13,0.25
79231,0.17,0.60,0.01,0.22
79232,0.14,0.56,0.02,0.28
79233,0.15,0.66,0.02,0.17
79234,0.50,0.18,0.02,0.30
79235,0.13,0.70,0.01,0.16
79236,0.05,0.80,0.04,0.11
79237,0.59,0.19,0.09,0.14
79238,0.46,0.16,0.05,0.33
79239,0.55,0.21,0.01,0.23
79240,0.56,0.06,0.18,0.20
79241,0.43,0.30,0.07,0.21
79242,0.25,0.38,0.06,0.31
79243,0.50,0.18,0.02,0.30
79244,0.15,0.66,0.02,0.17
79245,0.05,0.80,0.04,0.11
79246,0.58,0.15,0.06,0.21
79247,0.25,0.31,0.28,0.16
79248,0.43,0.30,0.07,0.21
79249,0.12,0.56,0.01,0.30
79250,0.61,0.15,0.03,0.21
79251,0.49,0.12,0.13,0.25
79252,0.25,0.31,0.28,0.16
79253,0.06,0.79,0.06,0.09
79254,0.50,0.18,0.02,0.30
79255,0.43,0.30,0.07,0.21
79256,0.48,0.14,0.09,0.28
79257,0.27,0.27,0.34,0.12
79258,0.54,0.22,0.04,0.20
79259,0.29,0.27,0.27,0.18
79260,0.50,0.18,0.02,0.30
79261,0.61,0.15,0.03,0.21
79262,0.56,0.06,0.18,0.20
79263,0.12,0.61,0.00,0.26
79264,0.56,0.06,0.18,0.20
79265,0.14,0.56,0.02,0.28
79266,0.49,0.12,0.13,0.25
79267,0.17,0.60,0.01,0.22
79268,0.56,0.06,0.18,0.20
79269,0.59,0.19,0.09,0.14
79270,0.25,0.31,0.28,0.16
79271,0.08,0.77,0.01,0.14
79272,0.56,0.06,0.18,0.20
79273,0.48,0.14,0.09,0.28
79274,0.27,0.27,0.34,0.12
79275,0.08,0.77,0.01,0.14
79276,0.59,0.19,0.09,0.14
79277,0.55,0.18,0.10,0.17
79278,0.12,0.56,0.01,0.30
79279,0.46,0.16,0.05,0.33
79280,0.50,0.18,0.02,0.30
79281,0.43,0.30,0.07,0.21
79282,0.56,0.06,0.18,0.20
79283,0.56,0.06,0.18,0.20
79284,0.12,0.61,0.00,0.26
79285,0.29,0.27,0.27,0.18
79286,0.55,0.21,0.01,0.23
79287,0.55,0.21,0.01,0.23
79288,0.61,0.15,0.03,0.21
79289,0.49,0.12,0.13,0.25
79290,0.61,0.15,0.03,0.21
79291,0.27,0.27,0.34,0.12
79292,0.49,0.12,0.13,0.25
79293,0.56,0.06,0.18,0.20
79294,0.43,0.30,0.07,0.21
79295,0.55,0.18,0.10,0.17
79296,0.12,0.61,0.00,0.26
79297,0.58,0.15,0.06,0.21
79298,0.49,0.12,0.13,0.25
79299,0.27,0.27,0.34,0.12
79300,0.14,0.56,0.02,0.28
79301,0.56,0.06,0.18,0.20
79302,0.50,0.18,0.02,0.30
79303,0.12,0.56,0.01,0.30
79304,0.56,0.06,0.18,0.20
79305,0.56,0.06,0.18,0.20
79306,0.12,0.61,0.00,0.26
79307,0.18,0.60,0.01,0.22
79308,0.12,0.61,0.00,0.26
79309,0.61,0.15,0.03,0.21
79310,0.55,0.21,0.01,0.23
79311,0.25,0.31,0.28,0.16
79312,0.50,0.18,0.02,0.30
79313,0.25,0.31,0.28,0.16
79314,0.18,0.60,0.01,0.22
79315,0.25,0.31,0.28,0.16
79316,0.29,0.27,0.27,0.18
79317,0.06,0.76,0.05,0.13
79318,0.05,0.80,0.04,0.11
79319,0.61,0.15,0.03,0.21
79320,0.18,0.60,0.01,0.22
79321,0.17,0.60,0.01,0.22
79322,0.50,0.18,0.02,0.30
79323,0.56,0.06,0.18,0.20
79324,0.58,0.15,0.06,0.21
79325,0.17,0.60,0.01,0.22
79326,0.15,0.66,0.02,0.17
79327,0.12,0.56,0.01,0.30
79328,0.61,0.15,0.03,0.21
79329,0.27,0.27,0.34,0.12
79330,0.12,0.56,0.01,0.30
79331,0.46,0.16,0.05,0.33
79332,0.05,0.80,0.04,0.11
79333,0.50,0.18,0.02,0.30
79334,0.59,0.19,0.09,0.14
79335,0.49,0.12,0.13,0.25
79336,0.14,0.56,0.02,0.28
79337,0.50,0.18,0.02,0.30
79338,0.48,0.14,0.09,0.28
79339,0.13,0.70,0.01,0.16
79340,0.58,0.15,0.06,0.21
79341,0.27,0.27,0.34,0.12
79342,0.08,0.77,0.01,0.14
79343,0.49,0.12,0.13,0.25
79344,0.49,0.12,0.13,0.25
79345,0.55,0.21,0.01,0.23
79346,0.56,0.06,0.18,0.20
79347,0.54,0.22,0.04,0.20
79348,0.61,0.15,0.03,0.21
79349,0.49,0.12,0.13,0.25
79350,0.43,0.30,0.07,0.21
79351,0.12,0.61,0.00,0.26
79352,0.27,0.27,0.34,0.12
79353,0.13,0.67,0.00,0.20
79354,0.50,0.18,0.02,0.30
79355,0.59,0.19,0.09,0.14
79356,0.14,0.56,0.02,0.28
79357,0.08,0.77,0.01,0.14
79358,0.49,0.12,0.13,0.25
79359,0.12,0.56,0.01,0.30
79360,0.14,0.56,0.02,0.28
79361,0.06,0.76,0.05,0.13
79362,0.55,0.21,0.01,0.23
79363,0.61,0.15,0.03,0.21
79364,0.12,0.61,0.00,0.26
79365,0.56,0.06,0.18,0.20
79366,0.29,0.27,0.27,0.18
79367,0.50,0.18,0.02,0.30
79368,0.50,0.18,0.02,0.30
79369,0.46,0.16,0.05,0.33
79370,0.17,0.60,0.01,0.22
79371,0.29,0.27,0.27,0.18
79372,0.48,0.14,0.09,0.28
79373,0.49,0.12,0.13,0.25
79374,0.59,0.19,0.09,0.14
79375,0.59,0.19,0.09,0.14
79376,0.27,0.27,0.34,0.12
79377,0.16,0.69,0.02,0.13
79378,0.27,0.27,0.34,0.12
79379,0.61,0.15,0.03,0.21
79380,0.55,0.21,0.01,0.23
79381,0.18,0.60,0.01,0.22
79382,0.55,0.21,0.01,0.23
79383,0.55,0.18,0.10,0.17
79384,0.55,0.21,0.01,0.23
79385,0.43,0.30,0.07,0.21
79386,0.50,0.18,0.02,0.30
79387,0.15,0.66,0.02,0.17
79388,0.43,0.30,0.07,0.21
79389,0.43,0.30,0.07,0.21
79390,0.49,0.12,0.13,0.25
79391,0.43,0.30,0.07,0.21
79392,0.55,0.21,0.01,0.23
79393,0.46,0.16,0.05,0.33
79394,0.25,0.31,0.28,0.16
79395,0.43,0.30,0.07,0.21
79396,0.50,0.18,0.02,0.30
79397,0.27,0.27,0.34,0.12
79398,0.50,0.18,0.02,0.30
79399,0.12,0.61,0.00,0.26
79400,0.25,0.38,0.06,0.31
79401,0.25,0.38,0.06,0.31
79402,0.25,0.38,0.06,0.31
79403,0.12,0.56,0.01,0.30
79404,0.55,0.18,0.10,0.17
79405,0.13,0.67,0.00,0.20
79406,0.50,0.18,0.02,0.30
79407,0.14,0.56,0.02,0.28
79408,0.56,0.06,0.18,0.20
79409,0.49,0.12,0.13,0.25
79410,0.56,0.06,0.18,0.20
79411,0.55,0.21,0.01,0.23
79412,0.55,0.21,0.01,0.23
79413,0.59,0.19,0.09,0.14
79414,0.05,0.80,0.04,0.11
79415,0.29,0.27,0.27,0.18
79416,0.48,0.14,0.09,0.28
79417,0.50,0.18,0.02,0.30
79418,0.49,0.12,0.13,0.25
79419,0.29,0.27,0.27,0.18
79420,0.06,0.79,0.06,0.09
79421,0.61,0.15,0.03,0.21
79422,0.58,0.15,0.06,0.21
79423,0.48,0.14,0.09,0.28
79424,0.13,0.70,0.01,0.16
79425,0.05,0.80,0.04,0.11
79426,0.27,0.27,0.34,0.12
79427,0.50,0.18,0.02,0.30
79428,0.54,0.22,0.04,0.20
79429,0.50,0.18,0.02,0.30
79430,0.55,0.18,0.10,0.17
79431,0.55,0.21,0.01,0.23
79432,0.16,0.52,0.03,0.29
79433,0.17,0.60,0.01,0.22
79434,0.46,0.16,0.05,0.33
79435,0.58,0.15,0.06,0.21
79436,0.46,0.16,0.05,0.33
79437,0.12,0.61,0.00,0.26
79438,0.13,0.70,0.01,0.16
79439,0.12,0.61,0.00,0.26
79440,0.16,0.52,0.03,0.29
79441,0.08,0.77,0.01,0.14
79442,0.13,0.67,0.00,0.20
79443,0.27,0.27,0.34,0.12
79444,0.46,0.16,0.05,0.33
79445,0.55,0.21,0.01,0.23
79446,0.13,0.70,0.01,0.16
79447,0.06,0.76,0.05,0.13
79448,0.48,0.14,0.09,0.28
79449,0.50,0.18,0.02,0.30
79450,0.18,0.60,0.01,0.22
79451,0.12,0.61,0.00,0.26
79452,0.08,0.77,0.01,0.14
79453,0.48,0.14,0.09,0.28
79454,0.56,0.06,0.18,0.20
79455,0.12,0.61,0.00,0.26
79456,0.49,0.12,0.13,0.25
79457,0.56,0.06,0.18,0.20
79458,0.12,0.61,0.00,0.26
79459,0.58,0.15,0.06,0.21
79460,0.56,0.06,0.18,0.20
79461,0.14,0.56,0.02,0.28
79462,0.29,0.27,0.27,0.18
79463,0.50,0.18,0.02,0.30
79464,0.13,0.70,0.01,0.16
79465,0.17,0.60,0.01,0.22
79466,0.55,0.21,0.01,0.23
79467,0.59,0.19,0.09,0.14
79468,0.16,0.69,0.02,0.13
79469,0.48,0.14,0.09,0.28
79470,0.56,0.06,0.18,0.20
79471,0.48,0.14,0.09,0.28
79472,0.49,0.12,0.13,0.25
79473,0.49,0.12,0.13,0.25
79474,0.17,0.60,0.01,0.22
79475,0.08,0.77,0.01,0.14
79476,0.58,0.15,0.06,0.21
79477,0.48,0.14,0.09,0.28
79478,0.59,0.19,0.09,0.14
79479,0.55,0.18,0.10,0.17
79480,0.12,0.56,0.01,0.30
79481,0.14,0.56,0.02,0.28
79482,0.46,0.16,0.05,0.33
79483,0.56,0.06,0.18,0.20
79484,0.50,0.18,0.02,0.30
79485,0.48,0.14,0.09,0.28
79486,0.54,0.22,0.04,0.20
79487,0.46,0.16,0.05,0.33
79488,0.55,0.21,0.01,0.23
79489,0.27,0.27,0.34,0.12
79490,0.48,0.14,0.09,0.28
79491,0.50,0.18,0.02,0.30
79492,0.50,0.18,0.02,0.30
79493,0.48,0.14,0.09,0.28
79494,0.14,0.56,0.02,0.28
79495,0.29,0.27,0.27,0.18
79496,0.54,0.22,0.04,0.20
79497,0.54,0.22,0.04,0.20
79498,0.50,0.18,0.02,0.30
79499,0.12,0.61,0.00,0.26
79500,0.50,0.18,0.02,0.30
79501,0.25,0.38,0.06,0.31
79502,0.17,0.60,0.01,0.22
79503,0.17,0.60,0.01,0.22
79504,0.15,0.66,0.02,0.17
79505,0.16,0.69,0.02,0.13
79506,0.56,0.06,0.18,0.20
79507,0.50,0.18,0.02,0.30
79508,0.16,0.52,0.03,0.29
79509,0.55,0.21,0.01,0.23
79510,0.58,0.15,0.06,0.21
79511,0.50,0.18,0.02,0.30
79512,0.27,0.27,0.34,0.12
79513,0.18,0.60,0.01,0.22
79514,0.13,0.70,0.01,0.16
79515,0.12,0.61,0.00,0.26
79516,0.48,0.14,0.09,0.28
79517,0.56,0.06,0.18,0.20
79518,0.49,0.12,0.13,0.25
79519,0.14,0.56,0.02,0.28
79520,0.59,0.19,0.09,0.14
79521,0.56,0.06,0.18,0.20
79522,0.16,0.52,0.03,0.29
79523,0.56,0.06,0.18,0.20
79524,0.56,0.06,0.18,0.20
79525,0.54,0.22,0.04,0.20
79526,0.18,0.60,0.01,0.22
79527,0.56,0.06,0.18,0.20
79528,0.18,0.60,0.01,0.22
79529,0.56,0.06,0.18,0.20
79530,0.08,0.77,0.01,0.14
79531,0.55,0.21,0.01,0.23
79532,0.48,0.14,0.09,0.28
79533,0.25,0.38,0.06,0.31
79534,0.55,0.21,0.01,0.23
79535,0.61,0.15,0.03,0.21
79536,0.12,0.61,0.00,0.26
79537,0.50,0.18,0.02,0.30
79538,0.06,0.76,0.05,0.13
79539,0.50,0.18,0.02,0.30
79540,0.49,0.12,0.13,0.25
79541,0.61,0.15,0.03,0.21
79542,0.49,0.12,0.13,0.25
79543,0.48,0.14,0.09,0.28
79544,0.50,0.18,0.02,0.30
79545,0.58,0.15,0.06,0.21
79546,0.50,0.18,0.02,0.30
79547,0.48,0.14,0.09,0.28
79548,0.18,0.60,0.01,0.22
79549,0.25,0.31,0.28,0.16
79550,0.50,0.18,0.02,0.30
79551,0.48,0.14,0.09,0.28
79552,0.55,0.18,0.10,0.17
79553,0.48,0.14,0.09,0.28
79554,0.16,0.69,0.02,0.13
79555,0.61,0.15,0.03,0.21
79556,0.14,0.56,0.02,0.28
79557,0.12,0.56,0.01,0.30
79558,0.50,0.18,0.02,0.30
79559,0.55,0.21,0.01,0.23
79560,0.48,0.14,0.09,0.28
79561,0.56,0.06,0.18,0.20
79562,0.12,0.56,0.01,0.30
79563,0.48,0.14,0.09,0.28
79564,0.58,0.15,0.06,0.21
79565,0.17,0.60,0.01,0.22
79566,0.56,0.06,0.18,0.20
79567,0.49,0.12,0.13,0.25
79568,0.59,0.19,0.09,0.14
79569,0.18,0.60,0.01,0.22
79570,0.13,0.70,0.01,0.16
79571,0.12,0.61,0.00,0.26
79572,0.15,0.66,0.02,0.17
79573,0.46,0.16,0.05,0.33
79574,0.56,0.06,0.18,0.20
79575,0.49,0.12,0.13,0.25
79576,0.16,0.69,0.02,0.13
79577,0.55,0.21,0.01,0.23
79578,0.61,0.15,0.03,0.21
79579,0.12,0.56,0.01,0.30
79580,0.49,0.12,0.13,0.25
79581,0.56,0.06,0.18,0.20
79582,0.25,0.31,0.28,0.16
79583,0.17,0.60,0.01,0.22
79584,0.08,0.77,0.01,0.14
79585,0.12,0.56,0.01,0.30
79586,0.25,0.31,0.28,0.16
79587,0.58,0.15,0.06,0.21
79588,0.25,0.38,0.06,0.31
79589,0.49,0.12,0.13,0.25
79590,0.55,0.18,0.10,0.17
79591,0.27,0.27,0.34,0.12
79592,0.49,0.12,0.13,0.25
79593,0.25,0.31,0.28,0.16
79594,0.58,0.15,0.06,0.21
79595,0.29,0.27,0.27,0.18
79596,0.56,0.06,0.18,0.20
79597,0.55,0.21,0.01,0.23
79598,0.46,0.16,0.05,0.33
79599,0.49,0.12,0.13,0.25
79600,0.43,0.30,0.07,0.21
79601,0.25,0.38,0.06,0.31
79602,0.12,0.61,0.00,0.26
79603,0.58,0.15,0.06,0.21
79604,0.61,0.15,0.03,0.21
79605,0.50,0.18,0.02,0.30
79606,0.50,0.18,0.02,0.30
79607,0.56,0.06,0.18,0.20
79608,0.48,0.14,0.09,0.28
79609,0.25,0.38,0.06,0.31
79610,0.29,0.27,0.27,0.18
79611,0.61,0.15,0.03,0.21
79612,0.08,0.77,0.01,0.14
79613,0.29,0.27,0.27,0.18
79614,0.17,0.60,0.01,0.22
79615,0.50,0.18,0.02,0.30
79616,0.25,0.31,0.28,0.16
79617,0.50,0.18,0.02,0.30
79618,0.48,0.14,0.09,0.28
79619,0.49,0.12,0.13,0.25
79620,0.61,0.15,0.03,0.21
79621,0.12,0.56,0.01,0.30
79622,0.50,0.18,0.02,0.30
79623,0.27,0.27,0.34,0.12
79624,0.17,0.60,0.01,0.22
79625,0.55,0.18,0.10,0.17
79626,0.48,0.14,0.09,0.28
79627,0.48,0.14,0.09,0.28
79628,0.16,0.69,0.02,0.13
79629,0.55,0.18,0.10,0.17
79630,0.06,0.79,0.06,0.09
79631,0.48,0.14,0.09,0.28
79632,0.50,0.18,0.02,0.30
79633,0.18,0.60,0.01,0.22
79634,0.59,0.19,0.09,0.14
79635,0.12,0.56,0.01,0.30
79636,0.59,0.19,0.09,0.14
79637,0.50,0.18,0.02,0.30
79638,0.48,0.14,0.09,0.28
79639,0.48,0.14,0.09,0.28
79640,0.43,0.30,0.07,0.21
79641,0.61,0.15,0.03,0.21
79642,0.61,0.15,0.03,0.21
79643,0.46,0.16,0.05,0.33
79644,0.12,0.61,0.00,0.26
79645,0.58,0.15,0.06,0.21
79646,0.48,0.14,0.09,0.28
79647,0.43,0.30,0.07,0.21
79648,0.43,0.30,0.07,0.21
79649,0.46,0.16,0.05,0.33
79650,0.56,0.06,0.18,0.20
79651,0.48,0.14,0.09,0.28
79652,0.12,0.61,0.00,0.26
79653,0.50,0.18,0.02,0.30
79654,0.25,0.38,0.06,0.31
79655,0.55,0.18,0.10,0.17
79656,0.50,0.18,0.02,0.30
79657,0.50,0.18,0.02,0.30
79658,0.54,0.22,0.04,0.20
79659,0.46,0.16,0.05,0.33
79660,0.25,0.31,0.28,0.16
79661,0.46,0.16,0.05,0.33
79662,0.16,0.52,0.03,0.29
79663,0.12,0.61,0.00,0.26
79664,0.25,0.38,0.06,0.31
79665,0.56,0.06,0.18,0.20
79666,0.25,0.38,0.06,0.31
79667,0.46,0.16,0.05,0.33
79668,0.46,0.16,0.05,0.33
79669,0.58,0.15,0.06,0.21
79670,0.25,0.31,0.28,0.16
79671,0.56,0.06,0.18,0.20
79672,0.55,0.21,0.01,0.23
79673,0.50,0.18,0.02,0.30
79674,0.48,0.14,0.09,0.28
79675,0.29,0.27,0.27,0.18
79676,0.54,0.22,0.04,0.20
79677,0.59,0.19,0.09,0.14
79678,0.61,0.15,0.03,0.21
79679,0.18,0.60,0.01,0.22
79680,0.54,0.22,0.04,0.20
79681,0.50,0.18,0.02,0.30
79682,0.50,0.18,0.02,0.30
79683,0.18,0.60,0.01,0.22
79684,0.16,0.52,0.03,0.29
79685,0.50,0.18,0.02,0.30
79686,0.25,0.38,0.06,0.31
79687,0.50,0.18,0.02,0.30
79688,0.15,0.66,0.02,0.17
79689,0.05,0.80,0.04,0.11
79690,0.17,0.60,0.01,0.22
79691,0.59,0.19,0.09,0.14
79692,0.55,0.21,0.01,0.23
79693,0.46,0.16,0.05,0.33
79694,0.43,0.30,0.07,0.21
79695,0.58,0.15,0.06,0.21
79696,0.50,0.18,0.02,0.30
79697,0.55,0.21,0.01,0.23
79698,0.56,0.06,0.18,0.20
79699,0.56,0.06,0.18,0.20
79700,0.14,0.56,0.02,0.28
79701,0.43,0.30,0.07,0.21
79702,0.50,0.18,0.02,0.30
79703,0.17,0.60,0.01,0.22
79704,0.18,0.60,0.01,0.22
79705,0.50,0.18,0.02,0.30
79706,0.48,0.14,0.09,0.28
79707,0.50,0.18,0.02,0.30
79708,0.49,0.12,0.13,0.25
79709,0.48,0.14,0.09,0.28
79710,0.55,0.21,0.01,0.23
79711,0.13,0.67,0.00,0.20
79712,0.50,0.18,0.02,0.30
79713,0.43,0.30,0.07,0.21
79714,0.27,0.27,0.34,0.12
79715,0.49,0.12,0.13,0.25
79716,0.25,0.31,0.28,0.16
79717,0.16,0.52,0.03,0.29
79718,0.12,0.61,0.00,0.26
79719,0.43,0.30,0.07,0.21
79720,0.56,0.06,0.18,0.20
79721,0.25,0.31,0.28,0.16
79722,0.15,0.66,0.02,0.17
79723,0.49,0.12,0.13,0.25
79724,0.46,0.16,0.05,0.33
79725,0.27,0.27,0.34,0.12
79726,0.12,0.56,0.01,0.30
79727,0.61,0.15,0.03,0.21
79728,0.61,0.15,0.03,0.21
79729,0.59,0.19,0.09,0.14
79730,0.25,0.31,0.28,0.16
79731,0.12,0.56,0.01,0.30
79732,0.58,0.15,0.06,0.21
79733,0.12,0.56,0.01,0.30
79734,0.14,0.56,0.02,0.28
79735,0.48,0.14,0.09,0.28
79736,0.58,0.15,0.06,0.21
79737,0.54,0.22,0.04,0.20
79738,0.25,0.31,0.28,0.16
79739,0.56,0.06,0.18,0.20
79740,0.18,0.60,0.01,0.22
79741,0.12,0.61,0.00,0.26
79742,0.55,0.21,0.01,0.23
79743,0.05,0.80,0.04,0.11
79744,0.27,0.27,0.34,0.12
79745,0.12,0.61,0.00,0.26
79746,0.13,0.70,0.01,0.16
79747,0.61,0.15,0.03,0.21
79748,0.50,0.18,0.02,0.30
79749,0.48,0.14,0.09,0.28
79750,0.54,0.22,0.04,0.20
79751,0.18,0.60,0.01,0.22
79752,0.27,0.27,0.34,0.12
79753,0.50,0.18,0.02,0.30
79754,0.49,0.12,0.13,0.25
79755,0.50,0.18,0.02,0.30
79756,0.50,0.18,0.02,0.30
79757,0.08,0.77,0.01,0.14
79758,0.48,0.14,0.09,0.28
79759,0.50,0.18,0.02,0.30
79760,0.56,0.06,0.18,0.20
79761,0.13,0.70,0.01,0.16
79762,0.49,0.12,0.13,0.25
79763,0.58,0.15,0.06,0.21
79764,0.25,0.38,0.06,0.31
79765,0.48,0.14,0.09,0.28
79766,0.27,0.27,0.34,0.12
79767,0.06,0.79,0.06,0.09
79768,0.59,0.19,0.09,0.14
79769,0.17,0.60,0.01,0.22
79770,0.25,0.38,0.06,0.31
79771,0.56,0.06,0.18,0.20
79772,0.25,0.38,0.06,0.31
79773,0.56,0.06,0.18,0.20
79774,0.56,0.06,0.18,0.20
79775,0.43,0.30,0.07,0.21
79776,0.61,0.15,0.03,0.21
79777,0.46,0.16,0.05,0.33
79778,0.49,0.12,0.13,0.25
79779,0.27,0.27,0.34,0.12
79780,0.55,0.18,0.10,0.17
79781,0.56,0.06,0.18,0.20
79782,0.58,0.15,0.06,0.21
79783,0.06,0.76,0.05,0.13
79784,0.17,0.60,0.01,0.22
79785,0.43,0.30,0.07,0.21
79786,0.61,0.15,0.03,0.21
79787,0.48,0.14,0.09,0.28
79788,0.49,0.12,0.13,0.25
79789,0.29,0.27,0.27,0.18
79790,0.55,0.21,0.01,0.23
79791,0.54,0.22,0.04,0.20
79792,0.55,0.18,0.10,0.17
79793,0.50,0.18,0.02,0.30
79794,0.06,0.76,0.05,0.13
79795,0.56,0.06,0.18,0.20
79796,0.56,0.06,0.18,0.20
79797,0.50,0.18,0.02,0.30
79798,0.13,0.67,0.00,0.20
79799,0.50,0.18,0.02,0.30
79800,0.58,0.15,0.06,0.21
79801,0.08,0.77,0.01,0.14
79802,0.55,0.21,0.01,0.23
79803,0.55,0.18,0.10,0.17
79804,0.25,0.38,0.06,0.31
79805,0.12,0.61,0.00,0.26
79806,0.55,0.21,0.01,0.23
79807,0.16,0.69,0.02,0.13
79808,0.50,0.18,0.02,0.30
79809,0.56,0.06,0.18,0.20
79810,0.50,0.18,0.02,0.30
79811,0.12,0.56,0.01,0.30
79812,0.43,0.30,0.07,0.21
79813,0.29,0.27,0.27,0.18
79814,0.06,0.79,0.06,0.09
79815,0.55,0.21,0.01,0.23
79816,0.46,0.16,0.05,0.33
79817,0.55,0.21,0.01,0.23
79818,0.43,0.30,0.07,0.21
79819,0.06,0.79,0.06,0.09
79820,0.49,0.12,0.13,0.25
79821,0.49,0.12,0.13,0.25
79822,0.25,0.31,0.28,0.16
79823,0.59,0.19,0.09,0.14
79824,0.18,0.60,0.01,0.22
79825,0.27,0.27,0.34,0.12
79826,0.55,0.21,0.01,0.23
79827,0.12,0.61,0.00,0.26
79828,0.50,0.18,0.02,0.30
79829,0.48,0.14,0.09,0.28
79830,0.48,0.14,0.09,0.28
79831,0.58,0.15,0.06,0.21
79832,0.50,0.18,0.02,0.30
79833,0.61,0.15,0.03,0.21
79834,0.61,0.15,0.03,0.21
79835,0.55,0.21,0.01,0.23
