id,Classic,Deal,Flex,Saver
63055,0.48,0.14,0.09,0.28
63056,0.50,0.18,0.02,0.30
63057,0.49,0.12,0.13,0.25
63058,0.55,0.18,0.10,0.17
63059,0.55,0.18,0.10,0.17
63060,0.48,0.14,0.09,0.28
63061,0.56,0.06,0.18,0.20
63062,0.12,0.61,0.00,0.26
63063,0.58,0.15,0.06,0.21
63064,0.54,0.22,0.04,0.20
63065,0.48,0.14,0.09,0.28
63066,0.61,0.15,0.03,0.21
63067,0.61,0.15,0.03,0.21
63068,0.55,0.21,0.01,0.23
63069,0.25,0.31,0.28,0.16
63070,0.50,0.18,0.02,0.30
63071,0.14,0.56,0.02,0.28
63072,0.61,0.15,0.03,0.21
63073,0.58,0.15,0.06,0.21
63074,0.08,0.77,0.01,0.14
63075,0.29,0.27,0.27,0.18
63076,0.56,0.06,0.18,0.20
63077,0.43,0.30,0.07,0.21
63078,0.55,0.18,0.10,0.17
63079,0.58,0.15,0.06,0.21
63080,0.59,0.19,0.09,0.14
63081,0.08,0.77,0.01,0.14
63082,0.56,0.06,0.18,0.20
63083,0.50,0.18,0.02,0.30
63084,0.06,0.79,0.06,0.09
63085,0.08,0.77,0.01,0.14
63086,0.55,0.21,0.01,0.23
63087,0.27,0.27,0.34,0.12
63088,0.56,0.06,0.18,0.20
63089,0.46,0.16,0.05,0.33
63090,0.17,0.60,0.01,0.22
63091,0.59,0.19,0.09,0.14
63092,0.12,0.61,0.00,0.26
63093,0.48,0.14,0.09,0.28
63094,0.27,0.27,0.34,0.12
63095,0.59,0.19,0.09,0.14
63096,0.61,0.15,0.03,0.21
63097,0.27,0.27,0.34,0.12
63098,0.49,0.12,0.13,0.25
63099,0.16,0.52,0.03,0.29
63100,0.55,0.21,0.01,0.23
63101,0.48,0.14,0.09,0.28
63102,0.08,0.77,0.01,0.14
63103,0.46,0.16,0.05,0.33
63104,0.54,0.22,0.04,0.20
63105,0.50,0.18,0.02,0.30
63106,0.56,0.06,0.18,0.20
63107,0.50,0.18,0.02,0.30
63108,0.12,0.56,0.01,0.30
63109,0.56,0.06,0.18,0.20
63110,0.61,0.15,0.03,0.21
63111,0.48,0.14,0.09,0.28
63112,0.43,0.30,0.07,0.21
63113,0.43,0.30,0.07,0.21
63114,0.56,0.06,0.18,0.20
63115,0.25,0.38,0.06,0.31
63116,0.27,0.27,0.34,0.12
63117,0.43,0.30,0.07,0.21
63118,0.56,0.06,0.18,0.20
63119,0.15,0.66,0.02,0.17
63120,0.61,0.15,0.03,0.21
63121,0.55,0.18,0.10,0.17
63122,0.48,0.14,0.09,0.28
63123,0.18,0.60,0.01,0.22
63124,0.29,0.27,0.27,0.18
63125,0.13,0.70,0.01,0.16
63126,0.18,0.60,0.01,0.22
63127,0.13,0.67,0.00,0.20
63128,0.55,0.21,0.01,0.23
63129,0.49,0.12,0.13,0.25
63130,0.54,0.22,0.04,0.20
63131,0.46,0.16,0.05,0.33
63132,0.49,0.12,0.13,0.25
63133,0.49,0.12,0.13,0.25
63134,0.56,0.06,0.18,0.20
63135,0.56,0.06,0.18,0.20
63136,0.49,0.12,0.13,0.25
63137,0.55,0.18,0.10,0.17
63138,0.59,0.19,0.09,0.14
63139,0.59,0.19,0.09,0.14
63140,0.56,0.06,0.18,0.20
63141,0.46,0.16,0.05,0.33
63142,0.56,0.06,0.18,0.20
63143,0.27,0.27,0.34,0.12
63144,0.55,0.21,0.01,0.23
63145,0.55,0.21,0.01,0.23
63146,0.59,0.19,0.09,0.14
63147,0.58,0.15,0.06,0.21
63148,0.54,0.22,0.04,0.20
63149,0.08,0.77,0.01,0.14
63150,0.55,0.18,0.10,0.17
63151,0.05,0.80,0.04,0.11
63152,0.50,0.18,0.02,0.30
63153,0.29,0.27,0.27,0.18
63154,0.43,0.30,0.07,0.21
63155,0.56,0.06,0.18,0.20
63156,0.56,0.06,0.18,0.20
63157,0.54,0.22,0.04,0.20
63158,0.48,0.14,0.09,0.28
63159,0.46,0.16,0.05,0.33
63160,0.05,0.80,0.04,0.11
63161,0.48,0.14,0.09,0.28
63162,0.49,0.12,0.13,0.25
63163,0.56,0.06,0.18,0.20
63164,0.27,0.27,0.34,0.12
63165,0.58,0.15,0.06,0.21
63166,0.46,0.16,0.05,0.33
63167,0.14,0.56,0.02,0.28
63168,0.27,0.27,0.34,0.12
63169,0.05,0.80,0.04,0.11
63170,0.48,0.14,0.09,0.28
63171,0.56,0.06,0.18,0.20
63172,0.46,0.16,0.05,0.33
63173,0.50,0.18,0.02,0.30
63174,0.59,0.19,0.09,0.14
63175,0.61,0.15,0.03,0.21
63176,0.13,0.70,0.01,0.16
63177,0.08,0.77,0.01,0.14
63178,0.58,0.15,0.06,0.21
63179,0.46,0.16,0.05,0.33
63180,0.55,0.18,0.10,0.17
63181,0.25,0.31,0.28,0.16
63182,0.14,0.56,0.02,0.28
63183,0.49,0.12,0.13,0.25
63184,0.17,0.60,0.01,0.22
63185,0.56,0.06,0.18,0.20
63186,0.50,0.18,0.02,0.30
63187,0.58,0.15,0.06,0.21
63188,0.27,0.27,0.34,0.12
63189,0.50,0.18,0.02,0.30
63190,0.48,0.14,0.09,0.28
63191,0.59,0.19,0.09,0.14
63192,0.12,0.56,0.01,0.30
63193,0.54,0.22,0.04,0.20
63194,0.48,0.14,0.09,0.28
63195,0.43,0.30,0.07,0.21
63196,0.08,0.77,0.01,0.14
63197,0.06,0.76,0.05,0.13
63198,0.54,0.22,0.04,0.20
63199,0.46,0.16,0.05,0.33
63200,0.48,0.14,0.09,0.28
63201,0.61,0.15,0.03,0.21
63202,0.43,0.30,0.07,0.21
63203,0.27,0.27,0.34,0.12
63204,0.14,0.56,0.02,0.28
63205,0.50,0.18,0.02,0.30
63206,0.56,0.06,0.18,0.20
63207,0.46,0.16,0.05,0.33
63208,0.55,0.18,0.10,0.17
63209,0.08,0.77,0.01,0.14
63210,0.56,0.06,0.18,0.20
63211,0.18,0.60,0.01,0.22
63212,0.43,0.30,0.07,0.21
63213,0.58,0.15,0.06,0.21
63214,0.58,0.15,0.06,0.21
63215,0.58,0.15,0.06,0.21
63216,0.50,0.18,0.02,0.30
63217,0.48,0.14,0.09,0.28
63218,0.56,0.06,0.18,0.20
63219,0.56,0.06,0.18,0.20
63220,0.29,0.27,0.27,0.18
63221,0.50,0.18,0.02,0.30
63222,0.08,0.77,0.01,0.14
63223,0.15,0.66,0.02,0.17
63224,0.48,0.14,0.09,0.28
63225,0.58,0.15,0.06,0.21
63226,0.59,0.19,0.09,0.14
63227,0.54,0.22,0.04,0.20
63228,0.56,0.06,0.18,0.20
63229,0.16,0.69,0.02,0.13
63230,0.56,0.06,0.18,0.20
63231,0.55,0.18,0.10,0.17
63232,0.16,0.69,0.02,0.13
63233,0.55,0.18,0.10,0.17
63234,0.27,0.27,0.34,0.12
63235,0.46,0.16,0.05,0.33
63236,0.61,0.15,0.03,0.21
63237,0.55,0.18,0.10,0.17
63238,0.27,0.27,0.34,0.12
63239,0.49,0.12,0.13,0.25
63240,0.08,0.77,0.01,0.14
63241,0.25,0.38,0.06,0.31
63242,0.50,0.18,0.02,0.30
63243,0.54,0.22,0.04,0.20
63244,0.56,0.06,0.18,0.20
63245,0.29,0.27,0.27,0.18
63246,0.29,0.27,0.27,0.18
63247,0.58,0.15,0.06,0.21
63248,0.46,0.16,0.05,0.33
63249,0.55,0.18,0.10,0.17
63250,0.16,0.69,0.02,0.13
63251,0.50,0.18,0.02,0.30
63252,0.29,0.27,0.27,0.18
63253,0.61,0.15,0.03,0.21
63254,0.18,0.60,0.01,0.22
63255,0.08,0.77,0.01,0.14
63256,0.06,0.76,0.05,0.13
63257,0.43,0.30,0.07,0.21
63258,0.59,0.19,0.09,0.14
63259,0.55,0.21,0.01,0.23
63260,0.43,0.30,0.07,0.21
63261,0.25,0.31,0.28,0.16
63262,0.55,0.21,0.01,0.23
63263,0.56,0.06,0.18,0.20
63264,0.25,0.38,0.06,0.31
63265,0.50,0.18,0.02,0.30
63266,0.08,0.77,0.01,0.14
63267,0.46,0.16,0.05,0.33
63268,0.15,0.66,0.02,0.17
63269,0.55,0.21,0.01,0.23
63270,0.29,0.27,0.27,0.18
63271,0.48,0.14,0.09,0.28
63272,0.15,0.66,0.02,0.17
63273,0.55,0.18,0.10,0.17
63274,0.27,0.27,0.34,0.12
63275,0.58,0.15,0.06,0.21
63276,0.48,0.14,0.09,0.28
63277,0.59,0.19,0.09,0.14
63278,0.49,0.12,0.13,0.25
63279,0.43,0.30,0.07,0.21
63280,0.61,0.15,0.03,0.21
63281,0.56,0.06,0.18,0.20
63282,0.13,0.67,0.00,0.20
63283,0.55,0.21,0.01,0.23
63284,0.58,0.15,0.06,0.21
63285,0.15,0.66,0.02,0.17
63286,0.43,0.30,0.07,0.21
63287,0.25,0.31,0.28,0.16
63288,0.58,0.15,0.06,0.21
63289,0.50,0.18,0.02,0.30
63290,0.15,0.66,0.02,0.17
63291,0.56,0.06,0.18,0.20
63292,0.55,0.21,0.01,0.23
63293,0.61,0.15,0.03,0.21
63294,0.48,0.14,0.09,0.28
63295,0.46,0.16,0.05,0.33
63296,0.55,0.21,0.01,0.23
63297,0.58,0.15,0.06,0.21
63298,0.55,0.21,0.01,0.23
63299,0.50,0.18,0.02,0.30
63300,0.05,0.80,0.04,0.11
63301,0.25,0.31,0.28,0.16
63302,0.46,0.16,0.05,0.33
63303,0.50,0.18,0.02,0.30
63304,0.58,0.15,0.06,0.21
63305,0.56,0.06,0.18,0.20
63306,0.08,0.77,0.01,0.14
63307,0.61,0.15,0.03,0.21
63308,0.58,0.15,0.06,0.21
63309,0.50,0.18,0.02,0.30
63310,0.43,0.30,0.07,0.21
63311,0.61,0.15,0.03,0.21
63312,0.46,0.16,0.05,0.33
63313,0.46,0.16,0.05,0.33
63314,0.48,0.14,0.09,0.28
63315,0.17,0.60,0.01,0.22
63316,0.56,0.06,0.18,0.20
63317,0.25,0.31,0.28,0.16
63318,0.43,0.30,0.07,0.21
63319,0.46,0.16,0.05,0.33
63320,0.48,0.14,0.09,0.28
63321,0.58,0.15,0.06,0.21
63322,0.14,0.56,0.02,0.28
63323,0.58,0.15,0.06,0.21
63324,0.55,0.21,0.01,0.23
63325,0.58,0.15,0.06,0.21
63326,0.27,0.27,0.34,0.12
63327,0.50,0.18,0.02,0.30
63328,0.58,0.15,0.06,0.21
63329,0.25,0.31,0.28,0.16
63330,0.50,0.18,0.02,0.30
63331,0.25,0.31,0.28,0.16
63332,0.43,0.30,0.07,0.21
63333,0.56,0.06,0.18,0.20
63334,0.50,0.18,0.02,0.30
63335,0.56,0.06,0.18,0.20
63336,0.55,0.18,0.10,0.17
63337,0.58,0.15,0.06,0.21
63338,0.54,0.22,0.04,0.20
63339,0.58,0.15,0.06,0.21
63340,0.48,0.14,0.09,0.28
63341,0.06,0.76,0.05,0.13
63342,0.55,0.21,0.01,0.23
63343,0.25,0.31,0.28,0.16
63344,0.43,0.30,0.07,0.21
63345,0.61,0.15,0.03,0.21
63346,0.08,0.77,0.01,0.14
63347,0.16,0.52,0.03,0.29
63348,0.58,0.15,0.06,0.21
63349,0.55,0.21,0.01,0.23
63350,0.55,0.21,0.01,0.23
63351,0.29,0.27,0.27,0.18
63352,0.59,0.19,0.09,0.14
63353,0.59,0.19,0.09,0.14
63354,0.43,0.30,0.07,0.21
63355,0.59,0.19,0.09,0.14
63356,0.50,0.18,0.02,0.30
63357,0.56,0.06,0.18,0.20
63358,0.25,0.38,0.06,0.31
63359,0.58,0.15,0.06,0.21
63360,0.55,0.21,0.01,0.23
63361,0.55,0.18,0.10,0.17
63362,0.27,0.27,0.34,0.12
63363,0.55,0.18,0.10,0.17
63364,0.14,0.56,0.02,0.28
63365,0.58,0.15,0.06,0.21
63366,0.48,0.14,0.09,0.28
63367,0.18,0.60,0.01,0.22
63368,0.56,0.06,0.18,0.20
63369,0.49,0.12,0.13,0.25
63370,0.08,0.77,0.01,0.14
63371,0.27,0.27,0.34,0.12
63372,0.48,0.14,0.09,0.28
63373,0.08,0.77,0.01,0.14
63374,0.55,0.18,0.10,0.17
63375,0.48,0.14,0.09,0.28
63376,0.54,0.22,0.04,0.20
63377,0.13,0.70,0.01,0.16
63378,0.56,0.06,0.18,0.20
63379,0.56,0.06,0.18,0.20
63380,0.50,0.18,0.02,0.30
63381,0.29,0.27,0.27,0.18
63382,0.56,0.06,0.18,0.20
63383,0.50,0.18,0.02,0.30
63384,0.54,0.22,0.04,0.20
63385,0.49,0.12,0.13,0.25
63386,0.56,0.06,0.18,0.20
63387,0.49,0.12,0.13,0.25
63388,0.13,0.67,0.00,0.20
63389,0.14,0.56,0.02,0.28
63390,0.14,0.56,0.02,0.28
63391,0.15,0.66,0.02,0.17
63392,0.56,0.06,0.18,0.20
63393,0.12,0.56,0.01,0.30
63394,0.50,0.18,0.02,0.30
63395,0.46,0.16,0.05,0.33
63396,0.27,0.27,0.34,0.12
63397,0.59,0.19,0.09,0.14
63398,0.25,0.38,0.06,0.31
63399,0.50,0.18,0.02,0.30
63400,0.56,0.06,0.18,0.20
63401,0.56,0.06,0.18,0.20
63402,0.50,0.18,0.02,0.30
63403,0.55,0.18,0.10,0.17
63404,0.25,0.38,0.06,0.31
63405,0.50,0.18,0.02,0.30
63406,0.61,0.15,0.03,0.21
63407,0.46,0.16,0.05,0.33
63408,0.50,0.18,0.02,0.30
63409,0.43,0.30,0.07,0.21
63410,0.59,0.19,0.09,0.14
63411,0.55,0.18,0.10,0.17
63412,0.25,0.38,0.06,0.31
63413,0.46,0.16,0.05,0.33
63414,0.50,0.18,0.02,0.30
63415,0.48,0.14,0.09,0.28
63416,0.54,0.22,0.04,0.20
63417,0.56,0.06,0.18,0.20
63418,0.56,0.06,0.18,0.20
63419,0.49,0.12,0.13,0.25
63420,0.59,0.19,0.09,0.14
63421,0.59,0.19,0.09,0.14
63422,0.06,0.79,0.06,0.09
63423,0.12,0.61,0.00,0.26
63424,0.48,0.14,0.09,0.28
63425,0.61,0.15,0.03,0.21
63426,0.58,0.15,0.06,0.21
63427,0.43,0.30,0.07,0.21
63428,0.55,0.21,0.01,0.23
63429,0.58,0.15,0.06,0.21
63430,0.29,0.27,0.27,0.18
63431,0.06,0.76,0.05,0.13
63432,0.48,0.14,0.09,0.28
63433,0.50,0.18,0.02,0.30
63434,0.61,0.15,0.03,0.21
63435,0.56,0.06,0.18,0.20
63436,0.55,0.21,0.01,0.23
63437,0.50,0.18,0.02,0.30
63438,0.46,0.16,0.05,0.33
63439,0.59,0.19,0.09,0.14
63440,0.18,0.60,0.01,0.22
63441,0.06,0.76,0.05,0.13
63442,0.16,0.52,0.03,0.29
63443,0.48,0.14,0.09,0.28
63444,0.43,0.30,0.07,0.21
63445,0.08,0.77,0.01,0.14
63446,0.50,0.18,0.02,0.30
63447,0.13,0.70,0.01,0.16
63448,0.58,0.15,0.06,0.21
63449,0.13,0.70,0.01,0.16
63450,0.12,0.56,0.01,0.30
63451,0.08,0.77,0.01,0.14
63452,0.49,0.12,0.13,0.25
63453,0.56,0.06,0.18,0.20
63454,0.06,0.79,0.06,0.09
63455,0.49,0.12,0.13,0.25
63456,0.25,0.38,0.06,0.31
63457,0.56,0.06,0.18,0.20
63458,0.50,0.18,0.02,0.30
63459,0.43,0.30,0.07,0.21
63460,0.18,0.60,0.01,0.22
63461,0.17,0.60,0.01,0.22
63462,0.56,0.06,0.18,0.20
63463,0.56,0.06,0.18,0.20
63464,0.55,0.21,0.01,0.23
63465,0.25,0.31,0.28,0.16
63466,0.15,0.66,0.02,0.17
63467,0.50,0.18,0.02,0.30
63468,0.58,0.15,0.06,0.21
63469,0.59,0.19,0.09,0.14
63470,0.59,0.19,0.09,0.14
63471,0.55,0.21,0.01,0.23
63472,0.48,0.14,0.09,0.28
63473,0.12,0.61,0.00,0.26
63474,0.27,0.27,0.34,0.12
63475,0.16,0.69,0.02,0.13
63476,0.61,0.15,0.03,0.21
63477,0.12,0.61,0.00,0.26
63478,0.56,0.06,0.18,0.20
63479,0.14,0.56,0.02,0.28
63480,0.25,0.31,0.28,0.16
63481,0.25,0.38,0.06,0.31
63482,0.16,0.69,0.02,0.13
63483,0.56,0.06,0.18,0.20
63484,0.55,0.21,0.01,0.23
63485,0.27,0.27,0.34,0.12
63486,0.61,0.15,0.03,0.21
63487,0.25,0.31,0.28,0.16
63488,0.12,0.61,0.00,0.26
63489,0.43,0.30,0.07,0.21
63490,0.16,0.52,0.03,0.29
63491,0.50,0.18,0.02,0.30
63492,0.56,0.06,0.18,0.20
63493,0.50,0.18,0.02,0.30
63494,0.46,0.16,0.05,0.33
63495,0.58,0.15,0.06,0.21
63496,0.06,0.76,0.05,0.13
63497,0.56,0.06,0.18,0.20
63498,0.08,0.77,0.01,0.14
63499,0.49,0.12,0.13,0.25
63500,0.55,0.21,0.01,0.23
63501,0.27,0.27,0.34,0.12
63502,0.50,0.18,0.02,0.30
63503,0.06,0.79,0.06,0.09
63504,0.49,0.12,0.13,0.25
63505,0.59,0.19,0.09,0.14
63506,0.61,0.15,0.03,0.21
63507,0.49,0.12,0.13,0.25
63508,0.27,0.27,0.34,0.12
63509,0.50,0.18,0.02,0.30
63510,0.56,0.06,0.18,0.20
63511,0.49,0.12,0.13,0.25
63512,0.56,0.06,0.18,0.20
63513,0.56,0.06,0.18,0.20
63514,0.55,0.18,0.10,0.17
63515,0.58,0.15,0.06,0.21
63516,0.43,0.30,0.07,0.21
63517,0.17,0.60,0.01,0.22
63518,0.56,0.06,0.18,0.20
63519,0.25,0.38,0.06,0.31
63520,0.56,0.06,0.18,0.20
63521,0.58,0.15,0.06,0.21
63522,0.25,0.31,0.28,0.16
63523,0.25,0.38,0.06,0.31
63524,0.48,0.14,0.09,0.28
63525,0.55,0.18,0.10,0.17
63526,0.55,0.18,0.10,0.17
63527,0.55,0.21,0.01,0.23
63528,0.08,0.77,0.01,0.14
63529,0.50,0.18,0.02,0.30
63530,0.06,0.76,0.05,0.13
63531,0.54,0.22,0.04,0.20
63532,0.27,0.27,0.34,0.12
63533,0.46,0.16,0.05,0.33
63534,0.55,0.21,0.01,0.23
63535,0.43,0.30,0.07,0.21
63536,0.48,0.14,0.09,0.28
63537,0.48,0.14,0.09,0.28
63538,0.55,0.21,0.01,0.23
63539,0.50,0.18,0.02,0.30
63540,0.49,0.12,0.13,0.25
63541,0.06,0.76,0.05,0.13
63542,0.25,0.31,0.28,0.16
63543,0.49,0.12,0.13,0.25
63544,0.15,0.66,0.02,0.17
63545,0.54,0.22,0.04,0.20
63546,0.25,0.31,0.28,0.16
63547,0.16,0.69,0.02,0.13
63548,0.50,0.18,0.02,0.30
63549,0.56,0.06,0.18,0.20
63550,0.14,0.56,0.02,0.28
63551,0.13,0.70,0.01,0.16
63552,0.25,0.38,0.06,0.31
63553,0.58,0.15,0.06,0.21
63554,0.15,0.66,0.02,0.17
63555,0.48,0.14,0.09,0.28
63556,0.50,0.18,0.02,0.30
63557,0.12,0.61,0.00,0.26
63558,0.50,0.18,0.02,0.30
63559,0.58,0.15,0.06,0.21
63560,0.50,0.18,0.02,0.30
63561,0.50,0.18,0.02,0.30
63562,0.55,0.21,0.01,0.23
63563,0.54,0.22,0.04,0.20
63564,0.16,0.69,0.02,0.13
63565,0.12,0.61,0.00,0.26
63566,0.49,0.12,0.13,0.25
63567,0.29,0.27,0.27,0.18
63568,0.55,0.21,0.01,0.23
63569,0.43,0.30,0.07,0.21
63570,0.08,0.77,0.01,0.14
63571,0.48,0.14,0.09,0.28
63572,0.56,0.06,0.18,0.20
63573,0.50,0.18,0.02,0.30
63574,0.49,0.12,0.13,0.25
63575,0.12,0.61,0.00,0.26
63576,0.16,0.69,0.02,0.13
63577,0.49,0.12,0.13,0.25
63578,0.14,0.56,0.02,0.28
63579,0.58,0.15,0.06,0.21
63580,0.56,0.06,0.18,0.20
63581,0.43,0.30,0.07,0.21
63582,0.46,0.16,0.05,0.33
63583,0.43,0.30,0.07,0.21
63584,0.46,0.16,0.05,0.33
63585,0.18,0.60,0.01,0.22
63586,0.56,0.06,0.18,0.20
63587,0.48,0.14,0.09,0.28
63588,0.56,0.06,0.18,0.20
63589,0.25,0.31,0.28,0.16
63590,0.58,0.15,0.06,0.21
63591,0.58,0.15,0.06,0.21
63592,0.43,0.30,0.07,0.21
63593,0.18,0.60,0.01,0.22
63594,0.59,0.19,0.09,0.14
63595,0.46,0.16,0.05,0.33
63596,0.43,0.30,0.07,0.21
63597,0.59,0.19,0.09,0.14
63598,0.49,0.12,0.13,0.25
63599,0.59,0.19,0.09,0.14
63600,0.48,0.14,0.09,0.28
63601,0.08,0.77,0.01,0.14
63602,0.25,0.31,0.28,0.16
63603,0.25,0.31,0.28,0.16
63604,0.05,0.80,0.04,0.11
63605,0.55,0.18,0.10,0.17
63606,0.46,0.16,0.05,0.33
63607,0.50,0.18,0.02,0.30
63608,0.25,0.38,0.06,0.31
63609,0.50,0.18,0.02,0.30
63610,0.27,0.27,0.34,0.12
63611,0.48,0.14,0.09,0.28
63612,0.12,0.61,0.00,0.26
63613,0.55,0.21,0.01,0.23
63614,0.08,0.77,0.01,0.14
63615,0.56,0.06,0.18,0.20
63616,0.43,0.30,0.07,0.21
63617,0.16,0.69,0.02,0.13
63618,0.13,0.70,0.01,0.16
63619,0.25,0.38,0.06,0.31
63620,0.49,0.12,0.13,0.25
63621,0.46,0.16,0.05,0.33
63622,0.43,0.30,0.07,0.21
63623,0.59,0.19,0.09,0.14
63624,0.55,0.18,0.10,0.17
63625,0.25,0.38,0.06,0.31
63626,0.16,0.52,0.03,0.29
63627,0.55,0.21,0.01,0.23
63628,0.13,0.70,0.01,0.16
63629,0.15,0.66,0.02,0.17
63630,0.55,0.18,0.10,0.17
63631,0.43,0.30,0.07,0.21
63632,0.49,0.12,0.13,0.25
63633,0.55,0.18,0.10,0.17
63634,0.18,0.60,0.01,0.22
63635,0.43,0.30,0.07,0.21
63636,0.61,0.15,0.03,0.21
63637,0.08,0.77,0.01,0.14
63638,0.29,0.27,0.27,0.18
63639,0.46,0.16,0.05,0.33
63640,0.61,0.15,0.03,0.21
63641,0.56,0.06,0.18,0.20
63642,0.61,0.15,0.03,0.21
63643,0.46,0.16,0.05,0.33
63644,0.15,0.66,0.02,0.17
63645,0.55,0.21,0.01,0.23
63646,0.08,0.77,0.01,0.14
63647,0.12,0.61,0.00,0.26
63648,0.55,0.21,0.01,0.23
63649,0.55,0.21,0.01,0.23
63650,0.08,0.77,0.01,0.14
63651,0.49,0.12,0.13,0.25
63652,0.46,0.16,0.05,0.33
63653,0.56,0.06,0.18,0.20
63654,0.16,0.69,0.02,0.13
63655,0.08,0.77,0.01,0.14
63656,0.61,0.15,0.03,0.21
63657,0.06,0.79,0.06,0.09
63658,0.46,0.16,0.05,0.33
63659,0.56,0.06,0.18,0.20
63660,0.27,0.27,0.34,0.12
63661,0.14,0.56,0.02,0.28
63662,0.08,0.77,0.01,0.14
63663,0.13,0.70,0.01,0.16
63664,0.08,0.77,0.01,0.14
63665,0.58,0.15,0.06,0.21
63666,0.59,0.19,0.09,0.14
63667,0.48,0.14,0.09,0.28
63668,0.43,0.30,0.07,0.21
63669,0.48,0.14,0.09,0.28
63670,0.25,0.38,0.06,0.31
63671,0.59,0.19,0.09,0.14
63672,0.46,0.16,0.05,0.33
63673,0.61,0.15,0.03,0.21
63674,0.59,0.19,0.09,0.14
63675,0.48,0.14,0.09,0.28
63676,0.55,0.18,0.10,0.17
63677,0.50,0.18,0.02,0.30
63678,0.15,0.66,0.02,0.17
63679,0.49,0.12,0.13,0.25
63680,0.12,0.56,0.01,0.30
63681,0.49,0.12,0.13,0.25
63682,0.49,0.12,0.13,0.25
63683,0.55,0.18,0.10,0.17
63684,0.56,0.06,0.18,0.20
63685,0.48,0.14,0.09,0.28
63686,0.55,0.18,0.10,0.17
63687,0.59,0.19,0.09,0.14
63688,0.49,0.12,0.13,0.25
63689,0.56,0.06,0.18,0.20
63690,0.12,0.61,0.00,0.26
63691,0.43,0.30,0.07,0.21
63692,0.59,0.19,0.09,0.14
63693,0.55,0.21,0.01,0.23
63694,0.56,0.06,0.18,0.20
63695,0.29,0.27,0.27,0.18
63696,0.12,0.61,0.00,0.26
63697,0.61,0.15,0.03,0.21
63698,0.29,0.27,0.27,0.18
63699,0.46,0.16,0.05,0.33
63700,0.58,0.15,0.06,0.21
63701,0.55,0.21,0.01,0.23
63702,0.55,0.18,0.10,0.17
63703,0.06,0.79,0.06,0.09
63704,0.58,0.15,0.06,0.21
63705,0.14,0.56,0.02,0.28
63706,0.61,0.15,0.03,0.21
63707,0.56,0.06,0.18,0.20
63708,0.48,0.14,0.09,0.28
63709,0.27,0.27,0.34,0.12
63710,0.50,0.18,0.02,0.30
63711,0.46,0.16,0.05,0.33
63712,0.05,0.80,0.04,0.11
63713,0.48,0.14,0.09,0.28
63714,0.56,0.06,0.18,0.20
63715,0.61,0.15,0.03,0.21
63716,0.48,0.14,0.09,0.28
63717,0.13,0.67,0.00,0.20
63718,0.48,0.14,0.09,0.28
63719,0.54,0.22,0.04,0.20
63720,0.58,0.15,0.06,0.21
63721,0.54,0.22,0.04,0.20
63722,0.46,0.16,0.05,0.33
63723,0.48,0.14,0.09,0.28
63724,0.55,0.21,0.01,0.23
63725,0.48,0.14,0.09,0.28
63726,0.50,0.18,0.02,0.30
63727,0.15,0.66,0.02,0.17
63728,0.25,0.38,0.06,0.31
63729,0.29,0.27,0.27,0.18
63730,0.15,0.66,0.02,0.17
63731,0.15,0.66,0.02,0.17
63732,0.25,0.31,0.28,0.16
63733,0.15,0.66,0.02,0.17
63734,0.49,0.12,0.13,0.25
63735,0.56,0.06,0.18,0.20
63736,0.56,0.06,0.18,0.20
63737,0.16,0.69,0.02,0.13
63738,0.50,0.18,0.02,0.30
63739,0.59,0.19,0.09,0.14
63740,0.12,0.61,0.00,0.26
63741,0.50,0.18,0.02,0.30
63742,0.58,0.15,0.06,0.21
63743,0.50,0.18,0.02,0.30
63744,0.18,0.60,0.01,0.22
63745,0.25,0.31,0.28,0.16
63746,0.50,0.18,0.02,0.30
63747,0.06,0.76,0.05,0.13
63748,0.48,0.14,0.09,0.28
63749,0.55,0.21,0.01,0.23
63750,0.58,0.15,0.06,0.21
63751,0.06,0.76,0.05,0.13
63752,0.27,0.27,0.34,0.12
63753,0.46,0.16,0.05,0.33
63754,0.48,0.14,0.09,0.28
63755,0.61,0.15,0.03,0.21
63756,0.18,0.60,0.01,0.22
63757,0.49,0.12,0.13,0.25
63758,0.50,0.18,0.02,0.30
63759,0.27,0.27,0.34,0.12
63760,0.59,0.19,0.09,0.14
63761,0.55,0.21,0.01,0.23
63762,0.43,0.30,0.07,0.21
63763,0.43,0.30,0.07,0.21
63764,0.25,0.31,0.28,0.16
63765,0.50,0.18,0.02,0.30
63766,0.27,0.27,0.34,0.12
63767,0.61,0.15,0.03,0.21
63768,0.43,0.30,0.07,0.21
63769,0.61,0.15,0.03,0.21
63770,0.61,0.15,0.03,0.21
63771,0.56,0.06,0.18,0.20
63772,0.48,0.14,0.09,0.28
63773,0.29,0.27,0.27,0.18
63774,0.61,0.15,0.03,0.21
63775,0.27,0.27,0.34,0.12
63776,0.56,0.06,0.18,0.20
63777,0.25,0.31,0.28,0.16
63778,0.58,0.15,0.06,0.21
63779,0.54,0.22,0.04,0.20
63780,0.61,0.15,0.03,0.21
63781,0.58,0.15,0.06,0.21
63782,0.50,0.18,0.02,0.30
63783,0.25,0.31,0.28,0.16
63784,0.59,0.19,0.09,0.14
63785,0.59,0.19,0.09,0.14
63786,0.12,0.56,0.01,0.30
63787,0.55,0.21,0.01,0.23
63788,0.25,0.31,0.28,0.16
63789,0.50,0.18,0.02,0.30
